Phenotype Name,Code Type,Code Description,Code
Non-brain cancer,Read2,Malignant neoplasm of other specified endocrine gland,B54y.00
Non-brain cancer,Read2,Malignant neoplasm of other specified female genital organ,B45y.00
Non-brain cancer,Read2,Malignant neoplasm of other specified hypopharyngeal site,B08y.00
Non-brain cancer,Read2,Malignant neoplasm of other specified mouth parts,B05y.00
Non-brain cancer,Read2,Malignant neoplasm of other specified part of nervous system,B52y.00
Non-brain cancer,Read2,Malignant neoplasm of other specified part of oesophagus,B10y.00
Non-brain cancer,Read2,Malignant neoplasm of other specified pleura,B23y.00
Non-brain cancer,Read2,Malignant neoplasm of other specified site of eye,B50y.00
Non-brain cancer,Read2,Malignant neoplasm of other specified site of nasopharynx,B07y.00
Non-brain cancer,Read2,Malignant neoplasm of other specified site of oropharynx NOS,B06yz00
Non-brain cancer,Read2,Malignant neoplasm of other specified site of stomach,B11y.00
Non-brain cancer,Read2,Malignant neoplasm of other specified site of stomach NOS,B11yz00
Non-brain cancer,Read2,Malignant neoplasm of other specified site small intestine,B12y.00
Non-brain cancer,Read2,Malignant neoplasm of other specified sites,B55y.00
Non-brain cancer,Read2,Malignant neoplasm of other specified sites of colon,B13y.00
Non-brain cancer,Read2,Malignant neoplasm of other specified sites of pancreas,B17y.00
Non-brain cancer,Read2,Malignant neoplasm of other specified skin sites,B33y.00
Non-brain cancer,Read2,Malignant neoplasm of other urinary organs,B4Ay.00
Non-brain cancer,Read2,Malignant neoplasm of ovary,B440.00
Non-brain cancer,Read2,Malignant neoplasm of ovary and other uterine adnexa,B44..00
Non-brain cancer,Read2,Malignant neoplasm of overlapping lesion of bronchus & lung,B225.00
Non-brain cancer,Read2,Malignant neoplasm of overlapping lesion of corpus uteri,B432.00
Non-brain cancer,Read2,Malignant neoplasm of overlapping lesion of lip,B006.00
Non-brain cancer,Read2,Malignant neoplasm of overlapping lesion of tonsil,B060200
Non-brain cancer,Read2,Malignant neoplasm of overlapping lesion of urinary organs,B4Ay000
Non-brain cancer,Read2,Malignant neoplasm of overlapping lesion of vulva,B45y000
Non-brain cancer,Read2,Malignant neoplasm of palate NOS,B055z00
Non-brain cancer,Read2,Malignant neoplasm of palate unspecified,B055.00
Non-brain cancer,Read2,Malignant neoplasm of palatine tonsil,B060100
Non-brain cancer,Read2,Malignant neoplasm of palatoglossal arch,B062200
Non-brain cancer,Read2,Malignant neoplasm of palatopharyngeal arch,B062300
Non-brain cancer,Read2,Malignant neoplasm of pancreas,B17..00
Non-brain cancer,Read2,Malignant neoplasm of pancreas NOS,B17z.00
Non-brain cancer,Read2,Malignant neoplasm of pancreatic duct,B173.00
Non-brain cancer,Read2,Malignant neoplasm of parametrium,B443.00
Non-brain cancer,Read2,Malignant neoplasm of parathyroid gland,B541.00
Non-brain cancer,Read2,Malignant neoplasm of paraurethral glands,B4A4.00
Non-brain cancer,Read2,Malignant neoplasm of parietal bone,B300600
Non-brain cancer,Read2,Malignant neoplasm of parietal peritoneum,B18y400
Non-brain cancer,Read2,Malignant neoplasm of parietal pleura,B230.00
Non-brain cancer,Read2,Malignant neoplasm of parotid gland,B020.00
Non-brain cancer,Read2,"Malignant neoplasm of pelvic bones, sacrum and coccyx",B306.00
Non-brain cancer,Read2,Malignant neoplasm of pelvic peritoneum,B18y500
Non-brain cancer,Read2,Malignant neoplasm of pelvis,B553.00
Non-brain cancer,Read2,Malignant neoplasm of pelvis NOS,B553z00
Non-brain cancer,Read2,"Malignant neoplasm of pelvis, sacrum or coccyx NOS",B306z00
Non-brain cancer,Read2,Malignant neoplasm of penis and other male genital organ NOS,B48z.00
Non-brain cancer,Read2,"Malignant neoplasm of penis, part unspecified",B483.00
Non-brain cancer,Read2,Malignant neoplasm of perianal skin,B335900
Non-brain cancer,Read2,Malignant neoplasm of pericardium,B241300
Non-brain cancer,Read2,Malignant neoplasm of perinephric tissue,B180100
Non-brain cancer,Read2,Malignant neoplasm of peripheral nerve of abdomen,B524400
Non-brain cancer,Read2,"Malignant neoplasm of peripheral nerve of low limb, incl hip",B524200
Non-brain cancer,Read2,Malignant neoplasm of peripheral nerve of pelvis,B524500
Non-brain cancer,Read2,Malignant neoplasm of peripheral nerve of thorax,B524300
Non-brain cancer,Read2,"Malignant neoplasm of peripheral nerve,upp limb,incl should",B524100
Non-brain cancer,Read2,"Malignant neoplasm of peripheral nerves of head, face & neck",B524000
Non-brain cancer,Read2,Malignant neoplasm of phalanges of foot,B308D00
Non-brain cancer,Read2,Malignant neoplasm of phalanges of hand,B305D00
Non-brain cancer,Read2,Malignant neoplasm of pharyngeal recess,B072000
Non-brain cancer,Read2,Malignant neoplasm of pharyngeal tonsil,B071100
Non-brain cancer,Read2,Malignant neoplasm of pharynx unspecified,B0z0.00
Non-brain cancer,Read2,Malignant neoplasm of pinna NEC,B332200
Non-brain cancer,Read2,Malignant neoplasm of placenta,B42..00
Non-brain cancer,Read2,Malignant neoplasm of pleura,B23..00
Non-brain cancer,Read2,Malignant neoplasm of pleura NOS,B23z.00
Non-brain cancer,Read2,Malignant neoplasm of postcricoid region,B080.00
Non-brain cancer,Read2,Malignant neoplasm of posterior mediastinum,B243.00
Non-brain cancer,Read2,Malignant neoplasm of posterior pharynx,B083.00
Non-brain cancer,Read2,Malignant neoplasm of posterior third of tongue,B010.11
Non-brain cancer,Read2,Malignant neoplasm of posterior wall of nasopharynx,B071.00
Non-brain cancer,Read2,Malignant neoplasm of posterior wall of nasopharynx NOS,B071z00
Non-brain cancer,Read2,Malignant neoplasm of posterior wall of oropharynx,B067.00
Non-brain cancer,Read2,Malignant neoplasm of posterior wall of stomach NEC,B11y100
Non-brain cancer,Read2,Malignant neoplasm of posterior wall of urinary bladder,B494.00
Non-brain cancer,Read2,Malignant neoplasm of prepuce (foreskin),B480.00
Non-brain cancer,Read2,Malignant neoplasm of prepylorus of stomach,B111000
Non-brain cancer,Read2,Malignant neoplasm of presacral region,B553100
Non-brain cancer,Read2,Malignant neoplasm of prostate,B46..00
Non-brain cancer,Read2,Malignant neoplasm of pubis,B306200
Non-brain cancer,Read2,Malignant neoplasm of pyloric antrum of stomach,B112.00
Non-brain cancer,Read2,Malignant neoplasm of pyloric canal of stomach,B111100
Non-brain cancer,Read2,Malignant neoplasm of pylorus of stomach,B111.00
Non-brain cancer,Read2,Malignant neoplasm of pylorus of stomach NOS,B111z00
Non-brain cancer,Read2,Malignant neoplasm of pyriform sinus,B081.00
Non-brain cancer,Read2,Malignant neoplasm of radius,B304300
Non-brain cancer,Read2,Malignant neoplasm of rectosigmoid junction,B140.00
Non-brain cancer,Read2,Malignant neoplasm of rectum,B141.00
Non-brain cancer,Read2,"Malignant neoplasm of rectum, rectosigmoid junction and anus",B14..00
Non-brain cancer,Read2,Malignant neoplasm of renal calyces,B4A1000
Non-brain cancer,Read2,Malignant neoplasm of renal pelvis,B4A1.00
Non-brain cancer,Read2,Malignant neoplasm of renal pelvis NOS,B4A1z00
Non-brain cancer,Read2,Malignant neoplasm of respiratory tract NOS,B2zz.00
Non-brain cancer,Read2,Malignant neoplasm of retina,B505.00
Non-brain cancer,Read2,Malignant neoplasm of retrocaecal tissue,B180200
Non-brain cancer,Read2,Malignant neoplasm of retromolar area,B056.00
Non-brain cancer,Read2,Malignant neoplasm of retroperitoneum,B180.00
Non-brain cancer,Read2,Malignant neoplasm of retroperitoneum and peritoneum,B18..00
Non-brain cancer,Read2,Malignant neoplasm of retroperitoneum and peritoneum NOS,B18z.00
Non-brain cancer,Read2,Malignant neoplasm of retroperitoneum NOS,B180z00
Non-brain cancer,Read2,Malignant neoplasm of rib,B303000
Non-brain cancer,Read2,"Malignant neoplasm of rib, sternum and clavicle NOS",B303z00
Non-brain cancer,Read2,"Malignant neoplasm of ribs, sternum and clavicle",B303.00
Non-brain cancer,Read2,Malignant neoplasm of roof of mouth,B055100
Non-brain cancer,Read2,Malignant neoplasm of roof of nasopharynx,B070.00
Non-brain cancer,Read2,Malignant neoplasm of sacral vertebra,B306300
Non-brain cancer,Read2,Malignant neoplasm of sacrococcygeal region,B553200
Non-brain cancer,Read2,Malignant neoplasm of scalp,B334000
Non-brain cancer,Read2,Malignant neoplasm of scalp and skin of neck,B334.00
Non-brain cancer,Read2,Malignant neoplasm of scalp or skin of neck NOS,B334z00
Non-brain cancer,Read2,Malignant neoplasm of scapula,B304000
Non-brain cancer,Read2,Malignant neoplasm of scapula and long bones of upper arm,B304.00
Non-brain cancer,Read2,Malignant neoplasm of scrotum,B486.00
Non-brain cancer,Read2,Malignant neoplasm of sebaceous gland,B33..14
Non-brain cancer,Read2,Malignant neoplasm of seminal vesicle,B48y000
Non-brain cancer,Read2,Malignant neoplasm of septum of nose,B200200
Non-brain cancer,Read2,Malignant neoplasm of short bones of leg,B308.00
Non-brain cancer,Read2,Malignant neoplasm of short bones of leg NOS,B308z00
Non-brain cancer,Read2,Malignant neoplasm of sigmoid colon,B133.00
Non-brain cancer,Read2,Malignant neoplasm of skin NOS,B33z.00
Non-brain cancer,Read2,Malignant neoplasm of skin of abdominal wall,B335300
Non-brain cancer,Read2,Malignant neoplasm of skin of ankle,B337500
Non-brain cancer,Read2,Malignant neoplasm of skin of auricle (ear),B332000
Non-brain cancer,Read2,Malignant neoplasm of skin of axillary fold,B335000
Non-brain cancer,Read2,Malignant neoplasm of skin of back,B335700
Non-brain cancer,Read2,Malignant neoplasm of skin of breast,B335200
Non-brain cancer,Read2,Malignant neoplasm of skin of buttock,B335800
Non-brain cancer,Read2,"Malignant neoplasm of skin of cheek, external",B333000
Non-brain cancer,Read2,"Malignant neoplasm of skin of chest, excluding breast",B335100
Non-brain cancer,Read2,Malignant neoplasm of skin of chin,B333100
Non-brain cancer,Read2,Malignant neoplasm of skin of external auditory meatus,B332100
Non-brain cancer,Read2,Malignant neoplasm of skin of eyebrow,B333200
Non-brain cancer,Read2,Malignant neoplasm of skin of finger,B336400
Non-brain cancer,Read2,Malignant neoplasm of skin of foot,B337700
Non-brain cancer,Read2,Malignant neoplasm of skin of fore-arm,B336200
Non-brain cancer,Read2,Malignant neoplasm of skin of forehead,B333300
Non-brain cancer,Read2,Malignant neoplasm of skin of great toe,B337900
Non-brain cancer,Read2,Malignant neoplasm of skin of groin,B335500
Non-brain cancer,Read2,Malignant neoplasm of skin of hand,B336300
Non-brain cancer,Read2,Malignant neoplasm of skin of heel,B337600
Non-brain cancer,Read2,Malignant neoplasm of skin of hip,B337000
Non-brain cancer,Read2,Malignant neoplasm of skin of knee,B337200
Non-brain cancer,Read2,Malignant neoplasm of skin of lip,B330.00
Non-brain cancer,Read2,Malignant neoplasm of skin of lower leg,B337400
Non-brain cancer,Read2,Malignant neoplasm of skin of lower limb and hip,B337.00
Non-brain cancer,Read2,Malignant neoplasm of skin of lower limb or hip NOS,B337z00
Non-brain cancer,Read2,Malignant neoplasm of skin of neck,B334100
Non-brain cancer,Read2,Malignant neoplasm of skin of nose (external),B333400
Non-brain cancer,Read2,Malignant neoplasm of skin of perineum,B335600
Non-brain cancer,Read2,Malignant neoplasm of skin of popliteal fossa area,B337300
Non-brain cancer,Read2,Malignant neoplasm of skin of scapular region,B335A00
Non-brain cancer,Read2,Malignant neoplasm of skin of shoulder,B336000
Non-brain cancer,Read2,Malignant neoplasm of skin of temple,B333500
Non-brain cancer,Read2,Malignant neoplasm of skin of thigh,B337100
Non-brain cancer,Read2,Malignant neoplasm of skin of thumb,B336500
Non-brain cancer,Read2,Malignant neoplasm of skin of toe,B337800
Non-brain cancer,Read2,"Malignant neoplasm of skin of trunk, excluding scrotum",B335.00
Non-brain cancer,Read2,"Malignant neoplasm of skin of trunk, excluding scrotum, NOS",B335z00
Non-brain cancer,Read2,Malignant neoplasm of skin of umbilicus,B335400
Non-brain cancer,Read2,Malignant neoplasm of skin of upper arm,B336100
Non-brain cancer,Read2,Malignant neoplasm of skin of upper limb and shoulder,B336.00
Non-brain cancer,Read2,Malignant neoplasm of skin of upper limb or shoulder NOS,B336z00
Non-brain cancer,Read2,Malignant neoplasm of small intestine and duodenum,B12..00
Non-brain cancer,Read2,Malignant neoplasm of small intestine NOS,B12z.00
Non-brain cancer,Read2,Malignant neoplasm of soft palate,B053.00
Non-brain cancer,Read2,Malignant neoplasm of soft tissue of face,B310100
Non-brain cancer,Read2,Malignant neoplasm of soft tissue of head,B310000
Non-brain cancer,Read2,Malignant neoplasm of soft tissue of neck,B310200
Non-brain cancer,Read2,Malignant neoplasm of specified parts of peritoneum,B18y.00
Non-brain cancer,Read2,Malignant neoplasm of specified parts of peritoneum NOS,B18yz00
Non-brain cancer,Read2,Malignant neoplasm of specified site NOS,B55yz00
Non-brain cancer,Read2,Malignant neoplasm of specified site of pancreas NOS,B17yz00
Non-brain cancer,Read2,Malignant neoplasm of spermatic cord,B485.00
Non-brain cancer,Read2,Malignant neoplasm of sphenoid bone,B300700
Non-brain cancer,Read2,Malignant neoplasm of sphenoidal sinus,B205.00
Non-brain cancer,Read2,Malignant neoplasm of sphincter of Oddi,B161300
Non-brain cancer,Read2,Malignant neoplasm of spleen NEC,B1z1.00
Non-brain cancer,Read2,Malignant neoplasm of spleen NOS,B1z1z00
Non-brain cancer,Read2,Malignant neoplasm of splenic flexure of colon,B137.00
Non-brain cancer,Read2,Malignant neoplasm of squamocolumnar junction of cervix,B41y100
Non-brain cancer,Read2,Malignant neoplasm of sternum,B303100
Non-brain cancer,Read2,Malignant neoplasm of stomach,B11..00
Non-brain cancer,Read2,Malignant neoplasm of stomach NOS,B11z.00
Non-brain cancer,Read2,Malignant neoplasm of subglottis,B212.00
Non-brain cancer,Read2,Malignant neoplasm of sublingual gland,B022.00
Non-brain cancer,Read2,Malignant neoplasm of submandibular gland,B021.00
Non-brain cancer,Read2,Malignant neoplasm of supraclavicular fossa NOS,B550500
Non-brain cancer,Read2,Malignant neoplasm of supraglottis,B211.00
Non-brain cancer,Read2,Malignant neoplasm of sweat gland,B33..15
Non-brain cancer,Read2,Malignant neoplasm of tail of pancreas,B172.00
Non-brain cancer,Read2,Malignant neoplasm of talus,B308100
Non-brain cancer,Read2,Malignant neoplasm of tarsus of eyelid,B310400
Non-brain cancer,Read2,Malignant neoplasm of temporal bone,B300800
Non-brain cancer,Read2,Malignant neoplasm of testis,B47..00
Non-brain cancer,Read2,Malignant neoplasm of testis NOS,B47z.00
Non-brain cancer,Read2,Malignant neoplasm of the pouch of Douglas,B18y600
Non-brain cancer,Read2,Malignant neoplasm of third metacarpal bone,B305A00
Non-brain cancer,Read2,Malignant neoplasm of thoracic oesophagus,B101.00
Non-brain cancer,Read2,Malignant neoplasm of thoracic vertebra,B302100
Non-brain cancer,Read2,Malignant neoplasm of thorax,B551.00
Non-brain cancer,Read2,Malignant neoplasm of thorax NOS,B551z00
Non-brain cancer,Read2,Malignant neoplasm of thymus,B240.00
Non-brain cancer,Read2,"Malignant neoplasm of thymus, heart and mediastinum",B24..00
Non-brain cancer,Read2,Malignant neoplasm of thyroid cartilage,B213300
Non-brain cancer,Read2,Malignant neoplasm of thyroid gland,B53..00
Non-brain cancer,Read2,Malignant neoplasm of tibia,B307200
Non-brain cancer,Read2,Malignant neoplasm of tongue,B01..00
Non-brain cancer,Read2,Malignant neoplasm of tongue NOS,B01z.00
Non-brain cancer,Read2,"Malignant neoplasm of tongue, junctional zone",B015.00
Non-brain cancer,Read2,"Malignant neoplasm of tongue, tip and lateral border",B012.00
Non-brain cancer,Read2,Malignant neoplasm of tonsil,B060.00
Non-brain cancer,Read2,Malignant neoplasm of tonsillar fossa,B061.00
Non-brain cancer,Read2,Malignant neoplasm of tonsillar fossa NOS,B062z00
Non-brain cancer,Read2,Malignant neoplasm of tonsillar pillar,B062.00
Non-brain cancer,Read2,Malignant neoplasm of trachea,B220.00
Non-brain cancer,Read2,Malignant neoplasm of trachea NOS,B220z00
Non-brain cancer,Read2,"Malignant neoplasm of trachea, bronchus and lung",B22..00
Non-brain cancer,Read2,Malignant neoplasm of transverse colon,B131.00
Non-brain cancer,Read2,Malignant neoplasm of trigone of urinary bladder,B490.00
Non-brain cancer,Read2,Malignant neoplasm of trunk NOS,B55y100
Non-brain cancer,Read2,Malignant neoplasm of tunica vaginalis,B48y100
Non-brain cancer,Read2,Malignant neoplasm of turbinate,B300B00
Non-brain cancer,Read2,Malignant neoplasm of tympanic antrum,B201200
Non-brain cancer,Read2,Malignant neoplasm of tympanic cavity,B201100
Non-brain cancer,Read2,Malignant neoplasm of ulna,B304400
Non-brain cancer,Read2,Malignant neoplasm of undescended testis,B470.00
Non-brain cancer,Read2,Malignant neoplasm of undescended testis NOS,B470z00
Non-brain cancer,Read2,Malignant neoplasm of unspecified site,B59..00
Non-brain cancer,Read2,Malignant neoplasm of unspecified site NOS,B59z.00
Non-brain cancer,Read2,Malignant neoplasm of upper buccal sulcus,B051000
Non-brain cancer,Read2,Malignant neoplasm of upper eyelid,B331100
Non-brain cancer,Read2,Malignant neoplasm of upper gum,B030.00
Non-brain cancer,Read2,Malignant neoplasm of upper limb NOS,B554.00
Non-brain cancer,Read2,"Malignant neoplasm of upper lip, external",B000000
Non-brain cancer,Read2,"Malignant neoplasm of upper lip, frenulum",B002100
Non-brain cancer,Read2,"Malignant neoplasm of upper lip, inner aspect",B002.00
Non-brain cancer,Read2,"Malignant neoplasm of upper lip, inner aspect NOS",B002z00
Non-brain cancer,Read2,"Malignant neoplasm of upper lip, lipstick area",B000100
Non-brain cancer,Read2,"Malignant neoplasm of upper lip, mucosa",B002200
Non-brain cancer,Read2,"Malignant neoplasm of upper lip, oral aspect",B002300
Non-brain cancer,Read2,"Malignant neoplasm of upper lip, vermilion border",B000.00
Non-brain cancer,Read2,"Malignant neoplasm of upper lip, vermilion border NOS",B000z00
Non-brain cancer,Read2,Malignant neoplasm of upper lobe bronchus,B222000
Non-brain cancer,Read2,Malignant neoplasm of upper lobe of lung,B222100
Non-brain cancer,Read2,"Malignant neoplasm of upper lobe, bronchus or lung",B222.00
Non-brain cancer,Read2,"Malignant neoplasm of upper lobe, bronchus or lung NOS",B222z00
Non-brain cancer,Read2,Malignant neoplasm of upper third of oesophagus,B103.00
Non-brain cancer,Read2,Malignant neoplasm of upper-inner quadrant of female breast,B342.00
Non-brain cancer,Read2,Malignant neoplasm of upper-outer quadrant of female breast,B344.00
Non-brain cancer,Read2,Malignant neoplasm of urachus,B497.00
Non-brain cancer,Read2,Malignant neoplasm of ureter,B4A2.00
Non-brain cancer,Read2,Malignant neoplasm of ureteric orifice,B496.00
Non-brain cancer,Read2,Malignant neoplasm of ureteropelvic junction,B4A1100
Non-brain cancer,Read2,Malignant neoplasm of urethra,B4A3.00
Non-brain cancer,Read2,Malignant neoplasm of urinary bladder,B49..00
Non-brain cancer,Read2,Malignant neoplasm of urinary bladder NOS,B49z.00
Non-brain cancer,Read2,Malignant neoplasm of uterine adnexa NOS,B44z.00
Non-brain cancer,Read2,"Malignant neoplasm of uterus, part unspecified",B40..00
Non-brain cancer,Read2,Malignant neoplasm of uvula,B054.00
Non-brain cancer,Read2,Malignant neoplasm of vagina,B450.00
Non-brain cancer,Read2,Malignant neoplasm of vagina NOS,B450z00
Non-brain cancer,Read2,Malignant neoplasm of vaginal vault,B450100
Non-brain cancer,Read2,Malignant neoplasm of vallecula,B063.00
Non-brain cancer,Read2,Malignant neoplasm of ventral surface of tongue,B013.00
Non-brain cancer,Read2,Malignant neoplasm of ventral tongue surface NOS,B013z00
Non-brain cancer,Read2,Malignant neoplasm of vertebral column,B302.00
Non-brain cancer,Read2,Malignant neoplasm of vertebral column NOS,B302z00
Non-brain cancer,Read2,Malignant neoplasm of vestibule of mouth,B051.00
Non-brain cancer,Read2,Malignant neoplasm of vestibule of nose,B200300
Non-brain cancer,Read2,Malignant neoplasm of visceral pleura,B231.00
Non-brain cancer,Read2,Malignant neoplasm of vomer,B300C00
Non-brain cancer,Read2,Malignant neoplasm of vulva unspecified,B454.00
Non-brain cancer,Read2,Malignant neoplasm of Waldeyer's ring,B0z1.00
Non-brain cancer,Read2,Malignant neoplasm of xiphoid process,B303500
Non-brain cancer,Read2,Malignant neoplasm of zygomatic bone,B300900
Non-brain cancer,Read2,Malignant neoplasm other gallbladder/extrahepatic bile duct,B16y.00
Non-brain cancer,Read2,Malignant neoplasm other spec digestive tract and peritoneum,B1zy.00
Non-brain cancer,Read2,Malignant neoplasm overlapping lesion of skin,B33X.00
Non-brain cancer,Read2,Malignant neoplasm posterior margin nasal septum and choanae,B073200
Non-brain cancer,Read2,"Malignant neoplasm rectum,rectosigmoid junction and anus NOS",B14z.00
Non-brain cancer,Read2,Malignant neoplasm skin of ear and external auricular canal,B332.00
Non-brain cancer,Read2,Malignant neoplasm skin of other and unspecified parts face,B333.00
Non-brain cancer,Read2,Malignant neoplasm skin other and unspec part of face NOS,B333z00
Non-brain cancer,Read2,Malignant neoplasm soft tissues of cervical spine,B310500
Non-brain cancer,Read2,Malignant neoplasm tonsil NOS,B060z00
Non-brain cancer,Read2,"Malignant neoplasm, overlap lesion of resp & intrathor orgs",B26..00
Non-brain cancer,Read2,"Malignant neoplasm, overlapping lesion male genital orgs",B48y200
Non-brain cancer,Read2,"Malignant neoplasm, overlapping lesion of accessory sinuses",B206.00
Non-brain cancer,Read2,"Malignant neoplasm, overlapping lesion of biliary tract",B163.00
Non-brain cancer,Read2,"Malignant neoplasm, overlapping lesion of bladder",B49y000
Non-brain cancer,Read2,"Malignant neoplasm, overlapping lesion of breast",B347.00
Non-brain cancer,Read2,"Malignant neoplasm, overlapping lesion of cervix uteri",B412.00
Non-brain cancer,Read2,"Malignant neoplasm, overlapping lesion of colon",B138.00
Non-brain cancer,Read2,"Malignant neoplasm, overlapping lesion of digestive system",B1z2.00
Non-brain cancer,Read2,"Malignant neoplasm, overlapping lesion of eye and adnexa",B508.00
Non-brain cancer,Read2,"Malignant neoplasm, overlapping lesion of floor of mouth",B042.00
Non-brain cancer,Read2,"Malignant neoplasm, overlapping lesion of larynx",B214.00
Non-brain cancer,Read2,"Malignant neoplasm, overlapping lesion of nasopharynx",B074.00
Non-brain cancer,Read2,"Malignant neoplasm, overlapping lesion of oesophagus",B106.00
Non-brain cancer,Read2,"Malignant neoplasm, overlapping lesion of pancreas",B175.00
Non-brain cancer,Read2,"Malignant neoplasm, overlapping lesion of penis",B487.00
Non-brain cancer,Read2,"Malignant neoplasm, overlapping lesion of small intestine",B124.00
Non-brain cancer,Read2,"Malignant neoplasm, overlapping lesion of stomach",B117.00
Non-brain cancer,Read2,"Malignant neoplasm,overlap lesion periph nerve & auton ns",B524600
Non-brain cancer,Read2,"Malignant neoplasm/bones+articular cartilage/limb,unspfd",B30X.00
Non-brain cancer,Read2,Malignant neoplasm/overlap lesion/bone+articulr cartilage,B30W.00
Non-brain cancer,Read2,Malignant neoplasm/overlapping lesion/feml genital organs,B45X.00
Non-brain cancer,Read2,"Malignant neoplasm-pluriglandular involvement,unspecified",B54X.00
Non-brain cancer,Read2,Malignant neoplasms of independent (primary) multiple sites,B592.00
Non-brain cancer,Read2,Malignant neoplasms of lymphoid and histiocytic tissue NOS,B62z.00
Non-brain cancer,Read2,Malignant overlapping lesion of tongue,B017.00
Non-brain cancer,Read2,"Malignant plasma cell neoplasm, extramedullary plasmacytoma",B630000
Non-brain cancer,Read2,Malignant reticulosis,B62x400
Non-brain cancer,Read2,Malignant sacral teratoma,B306500
Non-brain cancer,Read2,Malignant tumour of unknown origin,B595.00
Non-brain cancer,Read2,Maltoma,B627911
Non-brain cancer,Read2,Mantle cell lymphoma,B62F100
Non-brain cancer,Read2,Mast cell leukaemia,B673.00
Non-brain cancer,Read2,Mast cell malignancy of lymph nodes inguinal region and leg,B626500
Non-brain cancer,Read2,Mast cell malignancy of lymph nodes of multiple sites,B626800
Non-brain cancer,Read2,Mast cell malignancy of unspecified site,B626000
Non-brain cancer,Read2,Mediastinal (thymic) large B-cell lymphoma,B627G00
Non-brain cancer,Read2,Megakaryocytic leukaemia,B672.00
Non-brain cancer,Read2,Metastases of respiratory and/or digestive systems,B57..11
Non-brain cancer,Read2,Mixed cellularity classical Hodgkin lymphoma,B619.00
Non-brain cancer,Read2,Monoblastic leukaemia,B66..12
Non-brain cancer,Read2,Monoclonal gammopathy,C331.11
Non-brain cancer,Read2,Monoclonal gammopathy of uncertain significance,C331000
Non-brain cancer,Read2,Monoclonal paraproteinaemia,C331.00
Non-brain cancer,Read2,Monocytic leukaemia,B66..00
Non-brain cancer,Read2,Monocytic leukaemia NOS,B66z.00
Non-brain cancer,Read2,Mucosa-associated lymphoma,B627900
Non-brain cancer,Read2,Multiple myeloma,B630.00
Non-brain cancer,Read2,Multiple myeloma and immunoproliferative neoplasms,B63..00
Non-brain cancer,Read2,Mycosis fungoides,B621.00
Non-brain cancer,Read2,Mycosis fungoides NOS,B621z00
Non-brain cancer,Read2,Mycosis fungoides of intra-abdominal lymph nodes,B621300
Non-brain cancer,Read2,Mycosis fungoides of lymph nodes of axilla and upper limb,B621400
Non-brain cancer,Read2,Mycosis fungoides of lymph nodes of inguinal region and leg,B621500
Non-brain cancer,Read2,Mycosis fungoides of lymph nodes of multiple sites,B621800
Non-brain cancer,Read2,Mycosis fungoides of unspecified site,B621000
Non-brain cancer,Read2,Myelodysplasia,B937.14
Non-brain cancer,Read2,Myelodysplasia,B937W11
Non-brain cancer,Read2,Myelodysplastic and myeloproliferative disease,B677.00
Non-brain cancer,Read2,Myelodysplastic syndrome drugs Band 1,7Q09700
Non-brain cancer,Read2,Myelodysplastic syndrome isolated del(5q) chromosomal abnorm,B937911
Non-brain cancer,Read2,"Myelodysplastic syndrome, unspecified",B937W00
Non-brain cancer,Read2,Myeloid leukaemia,B65..00
Non-brain cancer,Read2,Myeloid leukaemia NOS,B65z.00
Non-brain cancer,Read2,Myeloid sarcoma,B653.00
Non-brain cancer,Read2,Myeloma - solitary,B936.11
Non-brain cancer,Read2,Myelomatosis,B630.12
Non-brain cancer,Read2,Myelomonocytic leukaemia,B69..00
Non-brain cancer,Read2,Nodular lymphocyte predominant Hodgkin lymphoma,B617.00
Non-brain cancer,Read2,Nodular lymphoma (Brill - Symmers disease),B620.00
Non-brain cancer,Read2,Nodular lymphoma NOS,B620z00
Non-brain cancer,Read2,Nodular lymphoma of intra-abdominal lymph nodes,B620300
Non-brain cancer,Read2,Nodular lymphoma of intrathoracic lymph nodes,B620200
Non-brain cancer,Read2,"Nodular lymphoma of lymph nodes of head, face and neck",B620100
Non-brain cancer,Read2,Nodular lymphoma of lymph nodes of inguinal region and leg,B620500
Non-brain cancer,Read2,Nodular lymphoma of lymph nodes of multiple sites,B620800
Non-brain cancer,Read2,Nodular lymphoma of unspecified site,B620000
Non-brain cancer,Read2,Nodular sclerosis classical Hodgkin lymphoma,B618.00
Non-brain cancer,Read2,Non - Hodgkin's lymphoma,B627.00
Non-brain cancer,Read2,Nonfollicular lymphoma,B62F.00
Non-brain cancer,Read2,Non-follicular lymphoma,B62F.11
Non-brain cancer,Read2,Non-Hodgkin lymphoma,B627.11
Non-brain cancer,Read2,Oesophageal cancer,B10z.11
Non-brain cancer,Read2,Osteosarcoma,B30z000
Non-brain cancer,Read2,Oth and unspecif peripheral & cutaneous T-cell lymphomas,B62xX00
Non-brain cancer,Read2,Other and unspecified leukaemia,B67y.00
Non-brain cancer,Read2,Other and unspecified leukaemia NOS,B67yz00
Non-brain cancer,Read2,Other classical Hodgkin lymphoma,B61C.00
Non-brain cancer,Read2,Other immunoproliferative neoplasms,B63y.00
Non-brain cancer,Read2,Other leukaemia of unspecified cell type,B68y.00
Non-brain cancer,Read2,Other lymphoid leukaemia,B64y.00
Non-brain cancer,Read2,Other lymphoid leukaemia NOS,B64yz00
Non-brain cancer,Read2,Other malignant neoplasm NOS,B591.00
